,year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
84731,1999,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4g258s4xc619599,fl,23.0,143332.0,red,gray,autonation ford bradenton,1725.0,1300.0,Tue Jan 06 2015 18:00:00 GMT-0800 (PST)
29561,1998,,,,,automatic,1ftrx17l8wnb64035,ne,19.0,194494.0,blue,gray,select remarketing group llc/loan max title,1525.0,350.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
150137,2014,Ford,Escape,SE,SUV,automatic,1fmcu9g96eua07878,il,43.0,36550.0,silver,gray,avis budget group,18100.0,18200.0,Tue Jan 27 2015 03:00:00 GMT-0800 (PST)
506234,2005,Nissan,Murano,SE,suv,automatic,jn8az08t05w309629,nc,27.0,196935.0,gray,—,crossroads nissan,3275.0,3700.0,Mon Jun 08 2015 02:00:00 GMT-0700 (PDT)
383942,2008,Chrysler,300,LX,Sedan,automatic,2c3ka43r48h231065,tx,29.0,132473.0,white,black,regional acceptance corporation / greensboro,5475.0,3100.0,Tue Mar 03 2015 03:00:00 GMT-0800 (PST)
300419,2007,Kia,Spectra,EX,Sedan,automatic,knafe121775454117,nc,23.0,156094.0,blue,gray,honda of concord,1825.0,2900.0,Wed Feb 11 2015 06:00:00 GMT-0800 (PST)
219581,2013,Toyota,Sienna,LE 7-Passenger Mobility Auto Access,Minivan,automatic,5tdkk3dc5ds357136,fl,38.0,57446.0,black,gray,the hertz corporation,17300.0,17401.0,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
413170,2014,Kia,Optima,LX,Sedan,automatic,5xxgm4a70eg340308,nv,47.0,11788.0,gray,beige,kia motors america  inc,15050.0,15000.0,Fri Jun 05 2015 05:00:00 GMT-0700 (PDT)
170948,2008,Jeep,Liberty,Limited Edition,SUV,automatic,1j8gn58k28w156609,oh,37.0,75227.0,white,gray,humberview chevrolet,11100.0,11100.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
511845,2014,Toyota,Corolla,LE,sedan,automatic,5yfburhe4ep074956,fl,38.0,32748.0,red,gray,avis corporation,12550.0,12600.0,Tue Jun 09 2015 02:15:00 GMT-0700 (PDT)
313561,2014,Ford,Mustang,GT,Coupe,manual,1zvbp8cf6e5252202,tx,37.0,25509.0,black,black,santander consumer,23200.0,24100.0,Wed Feb 18 2015 02:00:00 GMT-0800 (PST)
19940,2006,Chrysler,PT Cruiser,Base,Wagon,automatic,3a4fy48b76t309535,oh,,,white,gray,select remarketing group llc/midwest title loans,1950.0,250.0,Thu Dec 18 2014 09:00:00 GMT-0800 (PST)
393185,2014,Ford,Taurus,Limited,Sedan,automatic,1fahp2f8xeg163475,tx,42.0,40817.0,silver,black,avis corporation,18250.0,18400.0,Tue Mar 03 2015 16:00:00 GMT-0800 (PST)
112918,2012,Nissan,Rogue,S,SUV,automatic,jn8as5mv3cw701431,tn,41.0,28931.0,gray,gray,nissan-infiniti lt,14850.0,16000.0,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
23931,2004,Chrysler,Concorde,LX,Sedan,automatic,2c3ad46r94h641160,tx,,112697.0,white,gray,toyota of fort worth,1275.0,1500.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
407067,2013,Nissan,Juke,SV,Hatchback,automatic,jn8af5mr4dt219691,la,19.0,60887.0,red,black,jpmorgan chase bank n.a.,14100.0,9000.0,Wed Apr 22 2015 04:00:00 GMT-0700 (PDT)
424421,2007,Infiniti,G35,Journey,Sedan,automatic,jnkbv61e17m719203,ms,33.0,141339.0,white,tan,gray daniels nissan north,6325.0,7000.0,Thu May 21 2015 03:13:00 GMT-0700 (PDT)
312403,2014,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnskce02er204242,fl,4.0,25926.0,black,gray,gm remarketing,42100.0,43800.0,Mon Feb 23 2015 05:00:00 GMT-0800 (PST)
310104,2012,Nissan,Maxima,3.5 S,Sedan,automatic,1n4aa5ap3cc850031,fl,23.0,36272.0,white,black,nissan-infiniti lt,17300.0,15200.0,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
353886,2006,Jeep,Grand Cherokee,Laredo,SUV,automatic,1j4gs48k26c257491,fl,37.0,101065.0,white,gray,nicholas financial inc/clearwater,5850.0,5500.0,Thu Feb 26 2015 07:00:00 GMT-0800 (PST)
281443,2000,Honda,Accord,EX,Sedan,automatic,1hgcg565xya125278,nc,19.0,272325.0,green,beige,honda cars of rock hill,750.0,950.0,Wed Feb 11 2015 06:00:00 GMT-0800 (PST)
418636,2008,Chevrolet,Uplander,LS,Minivan,automatic,1gndv23128d129999,tx,24.0,140418.0,silver,beige,dt credit corporation,3075.0,1500.0,Wed May 13 2015 03:00:00 GMT-0700 (PDT)
529913,2004,Ford,Mustang,Base,coupe,automatic,1fafp404x4f105377,ma,19.0,85119.0,red,tan,boch honda west,3225.0,1200.0,Thu Jun 11 2015 11:30:00 GMT-0700 (PDT)
534272,2013,Ford,Fusion,SE,sedan,,3fa6p0h70dr162021,pa,41.0,10396.0,white,gray,ford motor credit company llc,14950.0,13800.0,Fri Jun 12 2015 02:00:00 GMT-0700 (PDT)
450600,2013,Ford,C-Max Energi,SEL,Wagon,automatic,1fadp5cu9dl530129,nj,32.0,36312.0,gray,black,ford motor credit company llc,14700.0,13400.0,Wed May 27 2015 02:00:00 GMT-0700 (PDT)
155037,2006,BMW,3 Series,325Ci,Coupe,automatic,wbabd33456pm51175,tx,24.0,110933.0,silver,black,wells fargo dealer services,5350.0,3700.0,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
25664,2003,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,1d7hu18zx3j537592,mi,,156191.0,black,black,lafontaine cadillac buick gmc inc,4400.0,3600.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
159990,2012,Volkswagen,Passat,S,Sedan,automatic,1vwah7a35cc090101,la,34.0,61037.0,black,black,the hertz corporation,9500.0,9700.0,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
67298,2014,Dodge,Journey,SXT,SUV,,3c4pddbg1et271115,va,5.0,14379.0,gray,black,pv holding inc/gdp,18300.0,18400.0,Thu Jan 15 2015 00:45:00 GMT-0800 (PST)
138536,2012,Chevrolet,Cruze,2LT,Sedan,automatic,1g1pg5sc3c7234250,fl,4.0,55990.0,gray,black,the hertz corporation,9350.0,9700.0,Fri Jan 16 2015 01:30:00 GMT-0800 (PST)
85109,2014,Nissan,Pathfinder,Platinum,SUV,,5n1ar2mm7ec630974,il,46.0,25066.0,white,black,nissan north america inc.,26200.0,27600.0,Thu Jan 08 2015 02:00:00 GMT-0800 (PST)
99762,2008,Chevrolet,Express Cargo,2500,Van,automatic,1gcgg25c581142102,nc,22.0,217299.0,white,gray,ari,4175.0,3900.0,Tue Jan 13 2015 09:15:00 GMT-0800 (PST)
314435,2013,Ford,Escape,S,SUV,automatic,1fmcu0f78dud11790,mo,19.0,76546.0,gray,black,ge fleet services for itself/servicer,11150.0,9700.0,Wed Feb 18 2015 02:30:00 GMT-0800 (PST)
487520,2010,Nissan,Pathfinder,SE,suv,automatic,5n1ar1nn4ac618938,ca,32.0,54950.0,gray,gray,nissan motor acceptance corporation,13850.0,15500.0,Tue Jun 02 2015 05:30:00 GMT-0700 (PDT)
306876,2013,Toyota,Camry,LE,Sedan,automatic,4t1bf1fk8du262803,mo,39.0,37359.0,gray,gray,avis corporation,13850.0,14000.0,Tue Feb 17 2015 03:00:00 GMT-0800 (PST)
209815,2012,Ford,Transit Connect,Cargo Van XL,Minivan,automatic,nm0ls6an8ct119452,ny,41.0,92905.0,white,gray,adk auto brokers inc,9650.0,8600.0,Thu Jan 29 2015 01:45:00 GMT-0800 (PST)
82622,2010,Dodge,Charger,SXT Fleet,Sedan,automatic,2b3ca3cv8ah259000,ga,35.0,67483.0,white,black,gwinnett place honda,10050.0,9300.0,Tue Jan 06 2015 05:00:00 GMT-0800 (PST)
238918,2013,Ford,Focus,SE,Sedan,automatic,1fadp3f26dl253034,oh,41.0,65396.0,burgundy,black,dtg operations inc,9200.0,9500.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
304446,2005,Honda,Civic,LX Special Edition,Coupe,automatic,1hgem225x5l018804,tx,35.0,124816.0,silver,black,dt credit corporation,3475.0,4200.0,Tue Feb 17 2015 03:00:00 GMT-0800 (PST)
514186,2012,Ford,Fusion,SEL,sedan,automatic,3fahp0ja8cr363209,co,46.0,41188.0,black,black,ford motor credit company llc pd,12150.0,12100.0,Wed Jun 10 2015 04:00:00 GMT-0700 (PDT)
28306,2001,Mercury,Sable,LS,Sedan,automatic,1mefm53u81a627615,tx,23.0,137670.0,beige,gray,automotive remarketing inc,825.0,700.0,Tue Dec 23 2014 10:10:00 GMT-0800 (PST)
67141,2006,Nissan,Murano,SL,SUV,automatic,jn8az08t86w421984,ca,25.0,123798.0,blue,beige,ecars,5900.0,6100.0,Tue Dec 30 2014 12:30:00 GMT-0800 (PST)
389556,2012,Ford,Focus,SE,Hatchback,automatic,1fahp3k27cl252304,il,31.0,55161.0,white,gray,ge fleet services for itself/servicer,9275.0,9400.0,Thu Mar 05 2015 02:00:00 GMT-0800 (PST)
182424,2014,Jeep,Grand Cherokee,Limited,SUV,,1c4rjfbg3ec346079,on,49.0,29143.0,black,black,chrysler canada inc,37400.0,36000.0,Tue Feb 10 2015 04:00:00 GMT-0800 (PST)
220523,2012,Dodge,Avenger,SXT,Sedan,automatic,1c3cdzcb4cn156928,tn,37.0,76850.0,gray,black,westlake financial services,7725.0,8000.0,Tue Feb 03 2015 02:30:00 GMT-0800 (PST)
456240,2004,Chevrolet,Malibu,Base,Sedan,automatic,1g1zs52f84f198337,mn,25.0,186763.0,gold,tan,luther hudson chevrolet gmc,400.0,2100.0,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
400322,2011,Ram,1500,SLT,Regular Cab,automatic,3d7jb1ep2bg566515,oh,38.0,22397.0,white,gray,freedom automotive and marine brokers,14350.0,14200.0,Mon Mar 09 2015 17:00:00 GMT-0700 (PDT)
515341,2004,Ford,Explorer,NBX,suv,automatic,1fmzu73w34za53003,ma,21.0,131084.0,black,black,boch new to you superstore,3225.0,3000.0,Thu Jun 04 2015 11:30:00 GMT-0700 (PDT)
437059,2012,Toyota,RAV4,Base,SUV,automatic,2t3bf4dv3cw208801,oh,41.0,32775.0,silver,gray,toyota financial services,14850.0,15600.0,Mon Jun 01 2015 09:00:00 GMT-0700 (PDT)
26669,2014,Lexus,CT 200h,Base,Hatchback,automatic,jthkd5bh2e2194408,fl,43.0,7599.0,silver,beige,lexus of north miami,26900.0,25500.0,Tue Dec 23 2014 12:15:00 GMT-0800 (PST)
16262,2008,Lexus,ES 350,Base,Sedan,automatic,jthbj46gx82160032,fl,34.0,91607.0,silver,black,stadium toyota inc,11800.0,9800.0,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
62218,2013,Toyota,Camry Hybrid,XLE,Sedan,automatic,4t1bd1fk1du074100,fl,25.0,49114.0,white,beige,remarketing by ge/ge capital solutions,16750.0,14400.0,Tue Dec 30 2014 12:00:00 GMT-0800 (PST)
395786,2011,Lexus,IS 250 C,Base,Convertible,automatic,jthff2c23b2515713,ca,38.0,36477.0,silver,black,century dealer services corp,24200.0,26250.0,Wed Mar 04 2015 04:00:00 GMT-0800 (PST)
172864,2012,Honda,Civic,EX,Sedan,automatic,2hgfb2f87ch568082,in,44.0,28983.0,burgundy,tan,honda of america manufacturing,12400.0,14250.0,Thu Jan 22 2015 02:10:00 GMT-0800 (PST)
473069,2008,Volvo,XC90,3.2,suv,automatic,yv4cy982681418999,ga,34.0,119845.0,green,beige,bill hancock motors,6700.0,6200.0,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
252247,2008,Honda,Accord,EX-L V-6,Sedan,automatic,1hgcp36848a082880,pa,35.0,77147.0,gray,gray,r hollenshead auto sales inc,10850.0,11300.0,Fri Feb 06 2015 01:00:00 GMT-0800 (PST)
85865,2013,Toyota,Avalon,XLE,Sedan,automatic,4t1bk1eb1du042626,nj,42.0,36817.0,black,black,enterprise veh exchange/rental,18750.0,22500.0,Wed Jan 07 2015 09:30:00 GMT-0800 (PST)
477290,2001,Buick,LeSabre,Custom,sedan,automatic,1g4hp54k91u173741,va,19.0,97023.0,black,gray,toyota of glen burnie,1900.0,950.0,Thu May 28 2015 02:05:00 GMT-0700 (PDT)
295773,2011,Lexus,RX 350,Base,SUV,automatic,2t2bk1ba6bc107671,pa,42.0,42780.0,—,black,r hollenshead auto sales inc,25800.0,28000.0,Fri Feb 13 2015 01:00:00 GMT-0800 (PST)
65551,2010,Cadillac,DTS,Luxury,Sedan,automatic,1g6kd5ey2au131338,pa,41.0,40494.0,black,beige,adcock brothers inc,16600.0,16250.0,Fri Jan 02 2015 09:30:00 GMT-0800 (PST)
242902,2011,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,3gcpkse32bg130710,nc,29.0,198576.0,silver,black,t & k enterprises of mt airy inc,15700.0,13500.0,Tue Feb 03 2015 02:00:00 GMT-0800 (PST)
433544,2013,Chevrolet,Impala,LT Fleet,Sedan,automatic,2g1wg5e35d1224907,tx,4.0,55272.0,white,gray,the hertz corporation,9050.0,9800.0,Wed Jun 03 2015 03:05:00 GMT-0700 (PDT)
14451,2009,Toyota,Camry,XLE,Sedan,automatic,4t1be46k29u819443,nj,,180958.0,silver,—,sams auto wholesale inc,6850.0,6700.0,Wed Dec 17 2014 09:30:00 GMT-0800 (PST)
135672,2008,BMW,5 Series,528i,Sedan,automatic,wbanu535x8ct04913,tx,37.0,71285.0,blue,black,remktgedge / cars / carfinance capital llc,12350.0,10200.0,Wed Feb 04 2015 02:15:00 GMT-0800 (PST)
174121,2015,Chrysler,200,Limited,Sedan,automatic,1c3cccab8fn574433,wi,2.0,3474.0,black,black,enterprise vehicle exchange / tra / rental / tulsa,15850.0,12000.0,Wed Jan 21 2015 01:00:00 GMT-0800 (PST)
311831,2008,Infiniti,G35,x,Sedan,automatic,jnkbv61f38m270360,pa,26.0,97287.0,white,gold,crestwood motors inc,10650.0,10400.0,Fri Feb 13 2015 01:00:00 GMT-0800 (PST)
213789,2006,Nissan,Altima,3.5 SE,Sedan,automatic,1n4bl11d96c251104,tx,27.0,96665.0,green,brown,santander consumer,3850.0,3500.0,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
327768,2009,Ford,Focus,SE,Sedan,automatic,1fahp35n09w233297,oh,28.0,91205.0,silver,gray,remarketing by ge/manheim ohio,5200.0,4200.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST)
155209,2014,Dodge,Charger,R/T,Sedan,automatic,2c3cdxct0eh243461,fl,4.0,19473.0,black,black,gsp transportation inc,23100.0,22400.0,Mon Feb 02 2015 04:30:00 GMT-0800 (PST)
547607,2015,Ford,Escape,SE,suv,automatic,1fmcu0g95fua53442,fl,46.0,13499.0,gold,gray,enterprise veh exchange/rental,20600.0,20500.0,Tue Jun 16 2015 02:15:00 GMT-0700 (PDT)
185732,2007,Ford,Focus,ZX4 SE,Sedan,automatic,1fahp34nx7w174032,tx,19.0,92797.0,black,gray,huffines chrysler jeep dodge lewisville,3775.0,3400.0,Thu Jan 22 2015 03:00:00 GMT-0800 (PST)
119982,2014,Kia,Rio,LX,Sedan,automatic,knadm4a31e6373135,wi,41.0,9388.0,silver,gray,kia motors america  inc,11600.0,11900.0,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
169021,2006,Ford,F-150,XLT,SuperCab,,1ftpx14546fa12163,tn,42.0,77625.0,charcoal,gray,midtown motors,10650.0,10200.0,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
292477,2011,Lexus,RX 350,Base,SUV,automatic,2t2bk1ba0bc087031,pa,28.0,97096.0,silver,black,remarketing by ge/manheim pennsylvania,20400.0,18300.0,Fri Feb 13 2015 01:00:00 GMT-0800 (PST)
499165,2011,Nissan,Altima,2.5 S,sedan,automatic,1n4al2ap1bn498384,ma,25.0,86689.0,black,gray,leasing associates,7575.0,7900.0,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
234706,2014,Ford,E-Series Van,E-250,E-Series Van,automatic,1ftne2ewxeda19235,wa,38.0,8210.0,white,gray,u-haul,23100.0,22600.0,Wed Feb 04 2015 05:50:00 GMT-0800 (PST)
343401,2011,Honda,CR-V,LX,SUV,automatic,5j6re4h39bl115626,nj,35.0,34151.0,black,black,ahfc/honda lease trust/hvt  inc. eot,13500.0,13800.0,Wed Feb 25 2015 01:30:00 GMT-0800 (PST)
369423,2013,Audi,A4,2.0T Premium quattro,Sedan,automatic,waubfafl6da162050,tx,42.0,26537.0,silver,black,silver car,24100.0,23600.0,Thu Feb 26 2015 03:00:00 GMT-0800 (PST)
504877,2012,Volkswagen,CC,Sport PZEV,sedan,automatic,wvwmp7anxce552371,fl,43.0,25775.0,—,black,vw credit prequalified,13450.0,16000.0,Wed Jun 10 2015 02:40:00 GMT-0700 (PDT)
549487,2014,Toyota,Corolla,LE Eco,sedan,automatic,2t1bprhe4ec006129,co,49.0,1318.0,green,tan,emich volkswagen,15200.0,14000.0,Wed Jun 17 2015 04:45:00 GMT-0700 (PDT)
479701,2013,FIAT,500,Pop,hatchback,automatic,3c3cffar4dt688674,tx,24.0,21349.0,silver,gray,rlb investments,8350.0,8500.0,Thu May 28 2015 04:00:00 GMT-0700 (PDT)
345929,2013,Scion,iQ,Base,Hatchback,automatic,jtnjjxb0xdj024017,fl,49.0,18579.0,orange,—,world omni financial corporation,9700.0,10400.0,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
180644,2013,Jaguar,XK,XKR,Coupe,automatic,sajwa4dc4dmb51882,tx,35.0,12933.0,black,black,hopper motorplex inc,59700.0,59250.0,Wed Jan 21 2015 02:15:00 GMT-0800 (PST)
194341,2011,Nissan,Rogue,SV,SUV,automatic,jn8as5mvxbw685792,tx,33.0,36795.0,gray,black,nissan-infiniti lt,15350.0,14200.0,Wed Jan 28 2015 02:30:00 GMT-0800 (PST)
507238,2012,BMW,3 Series,328i,sedan,automatic,wba3a5c5xcf348174,nv,44.0,26219.0,gray,black,financial services remarketing (lease),22800.0,22750.0,Thu Jun 11 2015 07:30:00 GMT-0700 (PDT)
350631,2002,Cadillac,DeVille,DTS,Sedan,automatic,1g6kf54962u273343,sc,22.0,69410.0,red,tan,jim hudson buick gmc & cadillac inc,2425.0,5000.0,Mon Feb 23 2015 02:00:00 GMT-0800 (PST)
270527,2005,Ford,Taurus,SE,Sedan,automatic,1fafp53285a153930,tx,23.0,128033.0,white,green,dt inventory,1900.0,1500.0,Wed Feb 11 2015 02:20:00 GMT-0800 (PST)
421842,2014,Chrysler,Town and Country,Touring,Minivan,automatic,2c4rc1bg6er268871,ne,38.0,36216.0,gray,black,avis corporation,17650.0,18600.0,Thu May 21 2015 04:30:00 GMT-0700 (PDT)
346695,2012,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,4jgda5hb0ca057245,ca,31.0,51069.0,white,off-white,mercedes-benz financial services,31800.0,32250.0,Wed Mar 04 2015 04:30:00 GMT-0800 (PST)
77131,2007,Chevrolet,Silverado 1500,LTZ,Crew Cab,automatic,2gcek13m371567371,tx,27.0,121745.0,black,black,randolph brooks fcu,15450.0,15600.0,Wed Jan 07 2015 10:00:00 GMT-0800 (PST)
449671,1999,Infiniti,QX4,Base (1999.5),SUV,automatic,jnrar07y2xw068040,tx,25.0,171146.0,silver,gray,automotive remarketing inc,1450.0,1200.0,Tue Jun 09 2015 03:30:00 GMT-0700 (PDT)
467031,2010,Nissan,Murano,SL,suv,automatic,jn8az1mw0aw105901,co,36.0,68016.0,gold,beige,jpmorgan chase bank n.a.,14650.0,14000.0,Wed Jun 03 2015 04:45:00 GMT-0700 (PDT)
96129,2013,BMW,X3,xDrive35i,SUV,automatic,5uxwx7c5xdl978949,ca,44.0,22538.0,white,beige,high bid trading co inc,35300.0,35750.0,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
112843,2012,Nissan,Maxima,3.5 SV,Sedan,automatic,1n4aa5apxcc821593,mo,4.0,34285.0,black,brown,nissan-infiniti lt,17500.0,19200.0,Wed Jan 14 2015 02:30:00 GMT-0800 (PST)
465742,2014,Kia,Sportage,LX,suv,automatic,kndpb3ac1e7549109,tx,37.0,36666.0,gray,black,avis corporation,14000.0,14200.0,Wed Jun 03 2015 03:15:00 GMT-0700 (PDT)
13198,2009,BMW,5 Series,528i,Sedan,automatic,wbanu53509c118282,ga,44.0,90565.0,gray,gray,carworks inc,12600.0,13000.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
287736,2008,Honda,Accord,EX-L,Sedan,manual,1hgcp25888a047805,nc,21.0,125620.0,black,beige,hendrick honda,8200.0,6900.0,Wed Feb 11 2015 06:00:00 GMT-0800 (PST)
175268,2012,Hyundai,Sonata,GLS,Sedan,automatic,5npeb4acxch426642,oh,39.0,24593.0,—,gray,hyundai motor finance,12150.0,11300.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
143724,2001,Volkswagen,New Beetle,GLS,Hatchback,automatic,3vwcb21c91m435932,fl,19.0,72080.0,silver,gray,treasure coast toyota of stuart,2050.0,1500.0,Thu Jan 22 2015 02:00:00 GMT-0800 (PST)
146073,2004,Toyota,Sequoia,Limited,SUV,automatic,5tdzt38a54s208195,ca,33.0,196072.0,gray,tan,crown toyota,4500.0,4400.0,Thu Jan 15 2015 04:00:00 GMT-0800 (PST)
452503,2013,Chrysler,200,Touring,Sedan,automatic,1c3ccbbb6dn656523,fl,38.0,52576.0,red,black,dtg operations inc,9750.0,10100.0,Tue May 26 2015 02:15:00 GMT-0700 (PDT)
466388,2013,Ford,F-150,XLT,supercrew,automatic,1ftfw1efxdfb11850,tn,27.0,36123.0,—,gray,midtown motors,25700.0,23500.0,Wed May 27 2015 03:30:00 GMT-0700 (PDT)
157595,2013,Ford,Focus,SE,Sedan,automatic,1fadp3f23dl169365,tx,47.0,25009.0,—,black,ford motor credit company llc,11350.0,12200.0,Thu Jan 22 2015 02:30:00 GMT-0800 (PST)
385831,2014,Toyota,Camry,SE,sedan,automatic,4t1bf1fk2eu766801,fl,29.0,34373.0,red,black,ez rent a car inc,15500.0,14500.0,Tue Mar 03 2015 01:00:00 GMT-0800 (PST)
319626,2010,Toyota,Camry,XLE V6,Sedan,automatic,4t1bk3ek2au598533,mi,37.0,86561.0,red,black,santander consumer,9500.0,10700.0,Thu Feb 19 2015 01:30:00 GMT-0800 (PST)
73894,2013,Ford,Focus,SE,Sedan,automatic,1fadp3f26dl184328,mo,41.0,15549.0,red,black,ford motor credit company llc,12250.0,11900.0,Tue Jan 06 2015 11:00:00 GMT-0800 (PST)
156193,2001,Nissan,Pathfinder,LE,SUV,,jn8dr09y91w587687,md,34.0,131456.0,beige,tan,darcars toyota of frederick,2375.0,2700.0,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
528342,2007,Dodge,Caliber,Base,wagon,automatic,1b3hb28bx7d233077,mi,38.0,131124.0,silver,gray,ocean honda,2500.0,2800.0,Thu Jun 11 2015 02:30:00 GMT-0700 (PDT)
120860,2013,Dodge,Grand Caravan,SE,Minivan,automatic,2c4rdgbg9dr616368,nc,44.0,92650.0,red,black,ge fleet services for itself/servicer,9000.0,8500.0,Tue Jan 13 2015 09:15:00 GMT-0800 (PST)
70723,2011,Toyota,Prius,Three,Hatchback,automatic,jtdkn3du2b0284467,pa,44.0,79838.0,red,beige,phillipsburg easton vehicle,12100.0,11250.0,Fri Jan 02 2015 09:00:00 GMT-0800 (PST)
351040,2013,Ford,C-Max Hybrid,SEL,Wagon,automatic,1fadp5bu6dl545088,tn,43.0,45020.0,red,black,budget rent a car/atlanta,15150.0,15800.0,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
298279,2003,Hyundai,Santa Fe,LX,SUV,automatic,km8sc13d73u459894,tx,1.0,154018.0,gold,tan,mike carlson motor co,1825.0,1050.0,Thu Feb 12 2015 06:00:00 GMT-0800 (PST)
494622,2012,Chevrolet,Avalanche,LTZ,crew cab,automatic,3gnmcge08cg257439,fl,36.0,74610.0,black,black,tdaf remarketing,28600.0,29600.0,Tue Jun 02 2015 02:00:00 GMT-0700 (PDT)
56230,2012,Honda,Accord,LX-P,Sedan,automatic,1hgcp2f45ca033722,nj,26.0,41417.0,gray,black,ahfc/honda lease trust/hvt  inc. eot,12000.0,11400.0,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
257805,2011,Dodge,Journey,Mainstreet,SUV,automatic,3d4pg1fg0bt512967,pr,36.0,28197.0,silver,black,scotiabank de puerto rico,14050.0,11100.0,Thu Mar 05 2015 03:00:00 GMT-0800 (PST)
468794,2015,Hyundai,Sonata Hybrid,Limited,sedan,automatic,kmhec4a47fa135576,fl,44.0,10977.0,red,tan,hyundai of new port richey,24700.0,23000.0,Thu Jun 04 2015 02:45:00 GMT-0700 (PDT)
384280,2007,Hyundai,Santa Fe,GLS,SUV,,5nmsg13d37h014106,nc,23.0,231000.0,gray,gray,hendrick honda,2675.0,3200.0,Wed Mar 04 2015 06:00:00 GMT-0800 (PST)
118440,2014,Ford,F-350 Super Duty,XLT,Crew Cab,automatic,1ft8w3dt2eeb21856,ga,5.0,9668.0,black,gray,ford-lincoln dealer program,37500.0,42500.0,Tue Jan 13 2015 09:30:00 GMT-0800 (PST)
268218,2011,Dodge,Grand Caravan,Mainstreet,Minivan,automatic,2d4rn3dg0br752813,ca,28.0,87585.0,—,black,lease plan usa,8975.0,8400.0,Wed Feb 11 2015 04:30:00 GMT-0800 (PST)
4292,2005,Lincoln,Aviator,Luxury,SUV,automatic,5lmeu68h25zj22040,ca,26.0,110216.0,black,gray,santander consumer,4525.0,3500.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
45991,2014,Dodge,Charger,SXT,Sedan,,2c3cdxhg1eh173626,on,42.0,29883.0,black,black,chrysler canada inc,19750.0,18700.0,Tue Dec 30 2014 10:00:00 GMT-0800 (PST)
28521,2000,Acura,TL,3.2,Sedan,automatic,19uua566xya000554,fl,,251649.0,white,beige,napletons nissan,975.0,1200.0,Thu Dec 18 2014 10:15:00 GMT-0800 (PST)
305075,2014,Dodge,Grand Caravan,SXT,minivan,automatic,2c4rdgcg9er477486,pa,3.0,10274.0,silver,black,enterprise holdings/gdp,17550.0,17500.0,Thu Mar 05 2015 01:30:00 GMT-0800 (PST)
204763,2005,GMC,Sierra 2500HD,SLT,Crew Cab,automatic,1gthk23u55f820909,tx,19.0,116186.0,white,tan,ford-lincoln dealer program,14350.0,7800.0,Thu Jan 29 2015 06:00:00 GMT-0800 (PST)
543347,2014,Mercedes-Benz,E-Class,E350 Luxury,sedan,automatic,wddhf5kb9ea823353,ca,45.0,22428.0,,,mercedes-benz usa,38700.0,34250.0,Thu Jun 18 2015 05:00:00 GMT-0700 (PDT)
536618,2012,Buick,Verano,Base,sedan,automatic,1g4pp5sk2c4171122,wi,39.0,49166.0,black,beige,fiserv/usb dealer services northstar exchange,11600.0,13400.0,Wed Jun 17 2015 03:00:00 GMT-0700 (PDT)
165873,2006,Chrysler,300,C,Sedan,automatic,2c3la63h26h367862,tx,27.0,68860.0,black,gray,ford-lincoln dealer program,8500.0,9500.0,Thu Jan 29 2015 02:30:00 GMT-0800 (PST)
435596,2011,Ford,F-350 Super Duty,Lariat,Crew Cab,automatic,1ft8w3btxbec15529,tx,29.0,141379.0,white,beige,primeritus remarketing/vonuc motors,26000.0,23900.0,Wed May 27 2015 03:00:00 GMT-0700 (PDT)
